날짜,제목
2024-06-27,중고차 구매후 회원카드를 발급 받으려고 합니다. 차량 번호가 등록 되어 있어서 카드 발급이 안됩니다.
2024-06-27,차량 임시번호 수정요청
2024-06-27,기아 ev3 는 언제 등록되나요?
2024-06-26,차량 등록 번호 수정 재요청
2024-06-26,중고 렌트
2024-06-26,멤버십 카드 등록 NFC등록중 정지카드라고 나옴
2024-06-26,충전할때 일원단위 말고 1~2만원 딱 충전 할수있게 못하나요 ~?
2024-06-26,중고차 기등록 삭제 요청
2024-06-26,임시 차량 번호 수정 요청
2024-06-26,중고차 중복 등록 문의
2024-06-26,카드와 차량번호 불일치 수정은?
2024-06-26,중고차 구매 카드번호 중복 재질문 드립니다.
2024-06-26,차량 번호 수정 등록
2024-06-26,중고차 카드 번호 중복
2024-06-26,결재카드등록은 어떻게 하는건가요?
2024-06-26,임시번호 차량 수정요청
2024-06-26,임시차량번호 수정 요청
2024-06-25,중고로 차 구매후 카드 발급시 번호중복이라고 나옵니다.
2024-06-25,임시 차량 번호 수청 요청
2024-06-25,중고차 구매 후 회원카드 신청 시 차량번호 중복
2024-06-25,중고차 구매 후 차량번호 중복으로 기존 차량 삭제
2024-06-25,결제카드 등록
2024-06-25,임시 번호로 인한 차량번호 변경 요청의 건
2024-06-25,임시 차량번호 등록 수정 요청 드립니다.
2024-06-25,임시 번호로 인한 차량번호 변경 요청의 건
2024-06-25,임시번호로 카드 발급 차량번호 변경은 어떻게 하는건가요?
2024-06-25,차량 소유주 변경으로 인한 카드 정지 요청
2024-06-25,회원카드 발급 관련 문의
2024-06-25,임시번호로 발급에 따른 자동차번호 변경(등록) 건
2024-06-24,임시번호 발급후 차량번호 등록요청
2024-06-24,결제카드 사전발급후 차량번호 등록
2024-06-24,차량번호 변경 부탁드립니다.
2024-06-24,차량임시번호로 멤버십카드발급 받고 차량등록하는 방법
2024-06-24,차량 번호 변경 요청 건
2024-06-24,환경부카드 분실
2024-06-24,카드 발급 신청후 받지를 못했는데 어떻게 해야하나요?
2024-06-24,카드 분실로 재발급
2024-06-24,환경부 카드 사전발급 후 차량번호 등록
2024-06-24,카드 재발급을 원하는데 어떻게 할까요?
2024-06-24,볼보 xc60 카드 발급은 어떻게 하나요 ?
2024-06-24,입금했습니다 결재 취소 부탁드립니다
2024-06-24,결제 실패 내역 확인
2024-06-24,발급된 회원카드는 2장입니다. 실물은 한장 입니다.
2024-06-24,회원카드로 충전시
2024-06-24,결제 계좌번호 요청
2024-06-24,카드 분실 후 재발급 문의
2024-06-24,공공기관 차량 충전카드 등록 관련 질의
2024-06-24,중고차 구매후 이미 차량 번호 등록된 경우
2024-06-24,신차 출고전 회원 등록
2024-06-23,임시번호로 발급 후 차량번호 변경
2024-06-23,결제카드 등록 및 차량번호 변경
2024-06-23,임시번호로 카드발급했는데 차량번호 등록요청
2024-06-23,이미 등록된차량이라고 나옵니다
2024-06-22,중고차 구입 후 차량번호 처리요청
2024-06-22,차량번호 변경요청
2024-06-22,차량번호 등록해주세요
2024-06-22,회원카드 차량번호등록 변경요청
2024-06-22,차량 등록불가
2024-06-22,차량 번호 변경 요청합니다
2024-06-22,차량번호 변경 요청
2024-06-22,환경부 충전 연결 안됩니다
2024-06-22,"(주)투이스이브이씨 충전기,어플 전부작동불가"
2024-06-22,분실 해제 요청 및 결제카드변경
2024-06-22,차량 번호 변경 요청
2024-06-22,차량 번호 변경 등록 요청 드립니다.
2024-06-22,차량번호 변경 부탁드립니다.
2024-06-22,신차 구매로 차량번호 변경 가능한가요?
2024-06-21,차량번호 변경
2024-06-21,결제카드 등록이 안됩니다.
2024-06-21,차량 번호 변경
2024-06-21,회원카드 등록 문의
2024-06-21,차량 번호 변경
2024-06-21,회원카드정보수정
2024-06-21,[법인] 회원카드 발급 및 관리 문의
2024-06-21,결제카드 등록이 안되요
2024-06-21,차량 번호 변경 요청
2024-06-21,"중고차 구입후 , 차량번호로 등록 되어 있어 카드 발급을 못하고 있습니다. 해결 방안 알려주세요"
2024-06-21,차량 변경 문의
2024-06-21,차량번호 변경 부탁드립니다.
2024-06-20,중고차구매 차량중복 카드발급불가 문의
2024-06-20,차량번호 변경
2024-06-20,차량번호 변경 요청
2024-06-20,차량번호 변경 및 결제카드 변경
2024-06-20,등기배송된 카드를 받지 못하였습니다
2024-06-20,차량번호 변경요청
2024-06-20,중고 전기차 구매했는데 기존 차주 이름으로 등록이 되어있어서 카드 신청을 못해요
2024-06-20,중고 전기차 구입을 했습니다.
2024-06-20,충전 비용 정산일 문의
2024-06-20,차량번호 등록 요청
2024-06-20,재문의 회원 카드 발급 문의
2024-06-20,회원카드 차량번호 변경 요청
2024-06-20,등록카드 차량번호 변경요청
2024-06-19,중고차 구매시 전 차주가 이미 해당 차량번호로 회원카드 발급 중복
2024-06-19,차량번호 변경 요청
2024-06-19,차량번호 변경요청
2024-06-19,차량번호 등록요청
2024-06-19,등록카드 차량번호 변경 요청
2024-06-19,회원카드 차량번호 등록 요청
2024-06-19,결제시 문의드립니다.
2024-06-19,차량번호 변경 요청
2024-06-19,차량번호 변경요청
2024-06-19,회원카드가 불량인지 인식이 잘 되지 않습니다. 재발급 요청드립니다.
2024-06-19,차량번호 등록 수정요청합니다.
2024-06-19,차량번호 수정요청합니다
2024-06-19,중고차구입후 카드신청했으나 이미 등록카드
2024-06-18,차량번호변경부탁드립니다
2024-06-18,차량번호 변경요청
2024-06-18,차량번호 변경 부탁드립니다.
2024-06-18,차량번호 변경 요청
2024-06-18,회원카드 차량번호 변경부탁드립니다.
2024-06-18,차량번호 변경 부탁드립니다.
2024-06-18,전기차 충전카드 발급 관련 확인 요청
2024-06-18,모바일카드 차량등록요청
2024-06-18,차량번호 변경부탁합니다
2024-06-18,발급카드 신규차량 등록요청
2024-06-18,중고 전기차구매했는데 차량번호가 이미등록되어있다고하는데 발급을 어떻게 해야 하나요?
2024-06-18,중고차 구매. 이미 등록된 차량번호
2024-06-18,충전카드 재발급
2024-06-18,차량번호 변경 부탁드립니다.
2024-06-18,차량 승계에 따른 기발급 카드 사용에 대한 안내 요청
2024-06-18,차량번호 변경및 결제카드등록
2024-06-17,회원카드 불량으로 인식이 안됩니다~ 재발급 받고 싶습니다~
2024-06-17,충전카드를 분실했습니다.
2024-06-17,차량등록 번호 변경요청요
2024-06-17,회원카드 분실 (재신청을 하고 싶은데 어떻게 하면 되나요?
2024-06-17,차량번호 수정
2024-06-17,전에 카드를 그대로사용할수있나요?
2024-06-17,차량등록번호 변경요청
2024-06-17,차량등록번호 변경 요청
2024-06-17,차량번호 수정
2024-06-17,차량번호 수정
2024-06-17,분실 재발급요청
2024-06-17,차량등록변경 요청 드립니다.
2024-06-17,회원카드신청시 임시번호 변경
2024-06-17,차량등록변경 및 결제등록 카드
2024-06-17,차량번호 수정
2024-06-17,차량번호 수정
2024-06-17,차량등록변경 요청
2024-06-17,차량등록 변경
2024-06-17,차량번호 등록 및 카드 정지 해제 요청
2024-06-17,차량번호 등록 및 카드 정지 해제 요청
2024-06-17,차량번호변경건
2024-06-17,차량번호 수정등록
2024-06-17,신차 구입 차량 번호 변경 등록
2024-06-16,충전카드를 분실했는데 재발급?
2024-06-16,신차 구입 후 차량번호 교체 요청
2024-06-16,차 새로 구매하여 차량번호 바꼈어요 변경 부탁드려요
2024-06-16,"차량정보 변경해주세요,"
2024-06-16,카드 발급관련
2024-06-16,중고 발급 문의
2024-06-15,회원카드 발급(중고차 구입)
2024-06-15,차량번호 수정 요청
2024-06-15,차량 번호 변경 요청드립니다.
2024-06-15,카드분실 재발급 신청합니다.
2024-06-15,회원카드 분실 재발급요청
2024-06-15,차량번호 변경 부탁드립니다.
2024-06-15,회원카드 차량번호 등록 요청
2024-06-15,발급카드 차량번호 변경
2024-06-15,결제카드 등록 및 차량번호 수정 부탁드려요
2024-06-14,차량번호 수정요청
2024-06-14,차량번호 적용 요청
2024-06-14,차량번호 등록 및 카드 정지 해제 요청
2024-06-14,차량번호 수정요청합니다.
2024-06-14,카드는 발급 받았는데 등록이 안됩니다.
2024-06-14,차량번호수정 요청
2024-06-14,회원카드로 충전시
2024-06-14,카드발급
2024-06-14,카드등록 차량번호 변경요청
2024-06-14,카드분실 재발급 신청
2024-06-14,차량번호 변경요청
2024-06-14,차량번호 변경요청
2024-06-14,차량번호수정 어떻게 하나요
2024-06-14,전기차 충전 결재건요~~~
2024-06-14,카드 등록요청
2024-06-14,24시간 충전소 충전 방해
2024-06-14,카드 임시발급 받았는데 수정 가능한지요
2024-06-13,회원카드승인
2024-06-13,분실후 재발급 요청했는데 차량 번호 수정부탁드립니다.
2024-06-13,차량 번호 변경 요청합니다
2024-06-13,차량번호 변경 요청드려요
2024-06-13,카드 등록 요청
2024-06-13,충전 요금 결제 처리 관련 문의의 건
2024-06-13,회원카드등록 신청합니다.
2024-06-13,충전카드 신청시 수령인 및 전화번호 기재 할 수 있도록 해주세요
2024-06-13,차량번호 등록 문의의 건
2024-06-13,충전요금 결제 영수증에 회원명을 변경할 수 있는 방법이 있나요?
2024-06-13,결제카드 등록이 안됩니다.
2024-06-13,중고차량 구입 후 임시번호로 카드 발급 불가
2024-06-13,급속 충전기 환경부 관리 기계 신고 메뉴 누락
2024-06-13,차량번호 변경요청 드립니다
2024-06-13,[답변요망] 수소차 충전소 운영 현황 요청
2024-06-13,회원카드 차량번호 변경문의
2024-06-13,전기차 보조금 관련 문의 있습니다.
2024-06-13,차량번호 등록 부탁드립니다.
2024-06-12,멤버십 카드 차량 등록 및 결제 카드 등록 메뉴에 카드 조회되지 않습니다.
2024-06-12,차량번호 등록하려고 합니다.
2024-06-12,회원카드 차량변경 요청드립니다
2024-06-12,회원카드 발급 받았는데 결제카드 등록이 안뜹니다.
2024-06-12,카드 등록 요청
2024-06-12,회원카드 차량 변경요청드립니다.
2024-06-12,정산 담당자 변경에 따른 회원정보 수정 문의
2024-06-12,차량번호 변경요청 드립니다.
2024-06-12,실물카드 등록 요청
2024-06-12,회원카드 차량번호 변경 요청 드립니다.
2024-06-12,로밍사업자 회원 충전요금 최신화 요청합니다.
2024-06-12,회원카드 분실하였습니다.
2024-06-12,회원카드 차량 변경요청드립니다.
2024-06-12,카드재발급 요청합니다
2024-06-12,차량번호 정정요청
2024-06-12,사용자 정보 수정 관련하여 문의드립니다
2024-06-12,회원카드 차량번호 변경 요청 건
2024-06-12,충전 사업자 코드 발급 신청 문의
2024-06-12,차량번호 변경 요청
2024-06-11,차량번호 변경 요청 드립니다.
2024-06-11,충전카드 분실
2024-06-11,차량번호 변경 요청
2024-06-11,차량 번호 수정 요청합니다
2024-06-11,모바일이음 실물카드 등록시 정지카드
2024-06-11,전기차 충전시 등록된 회원이 아니라고 합니다. 갑자기
2024-06-11,차량번호 변경 요청 합니다.
2024-06-11,"차량번호 변경, 결제카드 등록 요청드립니다."
2024-06-11,중고구입차량 카드등록안됨
2024-06-11,중고차 구입 후 차량번호 중복으로 카드 신청 불가 문제
2024-06-11,차량번호 변경요청 드립니다.
2024-06-11,회원카드 재발급요청
2024-06-11,차량번호 수정건의
2024-06-11,회원카드 신청자와 전기차 명의자가 상이할경우 신청카드사용 가능 유무
2024-06-10,차랑번호 수정 건의
2024-06-10,차량번호 변경 수정 요청드립니다.
2024-06-10,차량번호 변경 부탁드립니다.
2024-06-10,"차량을 중고로 매입하였는데, 회원카드 발급은?"
2024-06-10,[문의] 환경카드 사용의 건
2024-06-10,차량번호 변경 요청합니다.
2024-06-10,차량이 2대인경우 카드발급문의
2024-06-10,차량번호 변경요청 드립니다.
2024-06-10,차량번호 변경 부탁합니다.
2024-06-10,차량번호 변경 요청
2024-06-10,내차무공해 확인이 안됩니다
2024-06-10,차량번호 변경 부탁드립니다.
2024-06-10,정지된 카드
2024-06-10,차량번호변경 요청합니다
2024-06-10,차량번호 변경 요청
2024-06-10,차량번호 변경 요청드립니다.
2024-06-10,충전카드 분실하였습니다.
2024-06-09,충전카드를 분실했습니다.
2024-06-09,카드분실 재발급요청
2024-06-09,카드분실
2024-06-09,차량번호 변경요청 및 카드정지 해제
2024-06-08,차량번호 등록 요청
2024-06-08,"회원카드 발급완료 및 결제등록, 차량번호 변경"
2024-06-08,차량 번호 등록 변경 요청합니다.
2024-06-08,카드재발급
2024-06-08,카드 분실로인한 재발급 요청
2024-06-08,카드 재발급 요청입니다
2024-06-08,중고차 구매했는데 이미 등록된 차량 번호로 카드발급이 불가합니다.
2024-06-08,충전중복결제?
2024-06-08,전기차를 중고차 구입하였는데 이미 등록된 차량이라 등록불가입니다.
2024-06-08,차량 등록 변경 요청드립니다.
2024-06-07,차량번호 변경 부탁드립니다.
2024-06-07,중고차 구입으로 이미등록된번호라고 나와서 카드 발급을 못해요
2024-06-07,카드분실 재발급
2024-06-07,카드 분실 재발급
2024-06-07,전기이륜차 충전문의
2024-06-07,회원카드 분실로 인하여 회원 카드재발급 문의
2024-06-07,신규발급 받았는대 결제카드 등록이 안돼요
2024-06-07,회원카드 정보 수정 ...
2024-06-07,결제카드
2024-06-07,회원카드 차량번호 수정 요청
2024-06-07,차량번호등록
2024-06-07,회원 카드 차량 번호 수정
2024-06-07,중고차 구입 후 회원카드 발급 방법
2024-06-07,중고차 매입 후 신규 카드 발급시 방법 (차량 등록 불가)
2024-06-07,차량번호 등록
2024-06-06,차량번호 등록
2024-06-06,차량넘버 수정
2024-06-06,임시차량번호 변경요청
2024-06-06,회원카드 차량번호 등록 요청 드립니다.
2024-06-06,중고로 구입한 전기차량을 구입했는데 카드를 발급받고 싶어요
2024-06-06,카드 재발급 요청
2024-06-06,환경부 회원카드 차량번호 수정 부탁드립니다.
2024-06-06,[중고차구매] 이미 등록된 차량이라고 뜹니다
2024-06-05,차량번호 변경 관련
2024-06-05,회원카드 수령해서 결제카드 등록
2024-06-05,[중고차구매] 이미 등록된 차량이라고 뜹니다
2024-06-05,회원카드 신청
2024-06-05,충전요금 결제 영수증 일괄(선택) 출력 요청
2024-06-05,차량번호 변경방번
2024-06-05,카드분실 재발급 요청하려고 합니다.
2024-06-05,회원카드 내 차량 번호 변경 요청
2024-06-05,회원카드 차량등록 번호 수정
2024-06-05,카드 등록 차량번호 교체 부탁드립니다
2024-06-05,카등 등록 차량 번호 변경 요청
2024-06-05,회원카드 질문
2024-06-05,카드 배송 시기
2024-06-05,카드 분실로 카드 재발급 신청하였는데.. 관리에 결재 카드 등록란에 기존 회원 카드번호로 보입니다.
2024-06-05,차량번호를 바꾸고 싶습니다
2024-06-05,중고차 구입 이미 발급된 카드
2024-06-05,중고전기차 구매했는데 이미발급된 차량이라고
2024-06-05,차량번호 바꾸는방법
2024-06-04,차량번호변경
2024-06-04,중고 전기차를 구매했는데.. 이미 발급된 차라고 나와요
2024-06-04,차량번호 변경
2024-06-04,임시차량번호 변경 부탁드립니다.
2024-06-04,회원카드차량번호 수정 바랍니다.
2024-06-04,차량 번호 변경 요청드립니다.
2024-06-04,차량번호 변경요청
2024-06-04,임시등록 차량 번호 수정 요청
2024-06-04,임시 차량번호 수정 부탁드립니다
2024-06-04,결제카드 등록관련 문의건
2024-06-04,카드신청
2024-06-04,회원카드 정보 수정
2024-06-04,멤버십 카드 등록하려는데 정지카드라고 나옵니다
2024-06-04,회원카드 차량번호 변경 신청합니다
2024-06-04,회원카드 분실로 인한 재발급 요청
2024-06-04,회원카드 차량번호 변경 신청합니다
2024-06-04,차량번호 변경요청
2024-06-04,충전이용내역 조회 관련
2024-06-04,이미등록된차량
2024-06-04,차량 번호 등록 부탁드립니다.
2024-06-03,해피차저 충전기 유지보수 관리 미흡 건
2024-06-03,멤버십카드 비밀번호
2024-06-03,회원카드 차량번호 변경 부탁드립니다.~
2024-06-03,차량번호 수정 요청 드립니다
2024-06-03,차량번호 수정 부탁 드립니다.
2024-06-03,카드분실
2024-06-03,차량번호 등록
2024-06-03,중고차 구매 후 차량번호 중복으로 카드 신청 안됨 문의
2024-06-03,결제카드등록
2024-06-03,차량번호 수정 부탁드립니다.
2024-06-03,중고차 구입했는데 차량번호가 중복이라고 나옵니다.
2024-06-03,중고차 구매 후 차량번호 중복으로 카드 신청 안됨
2024-06-03,회원카드 차량번호 수정
2024-06-03,차량번호 변경 및 결재등록
2024-06-02,중고차 구매후 카드신청 차량번호 중복
2024-06-02,실물카드 등록시 정지라고 나오네요
2024-06-02,회원카드 차량 번호 오입력 입니다.
2024-06-02,차량번호 중복 관련
2024-06-02,차량번호 중복 및 결제카드 등록
2024-06-02,전기차 충전카드 분실로 재발급 문의
2024-06-01,결제카드 등록
2024-06-01,카드재발급요청
2024-06-01,차량번호 등록 요청
2024-06-01,환경부 카드 분실해 재발급 요청합니다.
2024-06-01,차량번호 중복 관련 요청
2024-06-01,결제카드등록
2024-06-01,결제카드등록
2024-06-01,차량번호 제거 요청
2024-05-31,차량번호 변경 요청
2024-05-31,차량번호 수정요청
2024-05-31,차량번호 변경 부탁드립니다
2024-05-31,회원카드 정보변경 (차량번호) 요청
2024-05-31,앱 사용경험 개선 필요
2024-05-31,차량번호 수정 부탁드립니다.
2024-05-31,임차차 계약기간 만료 후 차량번호 해제
2024-05-31,회원카드 차량 번호 수정
2024-05-31,"회원확인에 실패하였습니다, 문구 출력"
2024-05-31,이용요금조회건
2024-05-31,회원카드 오류에 따른 재발급 신청의 건
2024-05-31,카드 분실 재신청 요청
2024-05-31,회원카드 차량 번호 수정
2024-05-31,카드 분실 및 재발급 요청
2024-05-31,차량번호변경
2024-05-30,차량번호 변경 요청
2024-05-30,회원카드 등록
2024-05-30,"결재카드 동일 , 차량번호 및 차종변경 방법 문의 드립니다."
2024-05-30,"카드 분실, 재발급 요청"
2024-05-30,카드 분실
2024-05-30,분실 신고 철회 문의
2024-05-30,"카드 미배송,,"
2024-05-30,카드분실
2024-05-30,(로그인 비밀번호) 무공해자 통합누리집 패스워드
2024-05-30,분실 및 재발급 문의
2024-05-30,중고차 구입했는데 회원카드신청시 중복차량번호라 뜹니다 조치방안부탁합니다.
2024-05-30,분실로 인한 재발급 후 기존카드 삭제
2024-05-30,문의요
2024-05-30,분실로 인한 재발급 신청
2024-05-29,중고차 구매로 회원카드 신청하려는데
2024-05-29,임시차량번호를 바꾸려고 합니다.
2024-05-29,멤버십 카드 비밀번호가 있었나요?
2024-05-29,등록된 회원카드의 결제 정보를 바꾸고 싶습니다.
2024-05-29,카드 분실로 인하여 재발급 절차 문의드립니다.
2024-05-29,카드 발급 후 차량번호 등록
2024-05-29,차량 임시 번호 수정 요청드립니다.
2024-05-29,중고차 구매 중복된 차량번호
2024-05-29,중고차는 어떻게 하나요
2024-05-29,회원카드 임시번호 차량번호 등록
2024-05-29,회원카드 문의
2024-05-29,회원카드 발급시 임시번호를 차량번호로 바꾸는 방법
2024-05-29,중고차 구매 회원카드 신청
2024-05-29,운용사의 전기요금 체납으로 한전에서 단전처리
2024-05-29,한전 충전기 위치 오류 (환경부 무공해차 통합누리집의 지도상의 두 기기가 위치가 바꾸어 있음)
2024-05-29,회원충전카드를 분실했습니다. 재발급문의드립니다.
2024-05-29,차량번호 변경 요청
2024-05-29,등록정보 변경
2024-05-29,중고차 구매로 카드 신청 : 중복 불가
2024-05-28,차량번호 수정
2024-05-28,회원카드 차량번호를 수정하고싶습니다
2024-05-28,멤버쉽 카드 등록문의
2024-05-28,카드 재발급 요청드립니다.
2024-05-28,차량번호 수정 부탁드려요
2024-05-28,무공해차 통합누리집 비밀번호 변경은 어디서 하나요??
2024-05-28,차량번호 수정 부탁드립니다.
2024-05-28,차량 번호 변경 및 결제 문의드립니다.
2024-05-28,이용요금 조회
2024-05-28,차량번호 변경 등록신청
2024-05-28,카드 분실 및 재발급
2024-05-28,기존 발급은 실물카드 등록가능 여부
2024-05-28,회원카드 선발급에 따른 차량 등록 부탁드립니다.
2024-05-27,카드 발급을 받은후 결제카드 등록
2024-05-27,중고로 전기차 구매하고 카드 신청하려하는데 이미 등록된 차량번호
2024-05-27,중고 구매했습니다
2024-05-27,회원카드선발급하엿습니다. 차량번호변경요청합니다.
2024-05-27,비밀번호 변경 방법
2024-05-27,저공해 차량번호 등록 확인 관련 문제.
2024-05-27,분실 카드 재발급
2024-05-27,차량번호 변경 요청
2024-05-27,차량번호변경요청합니다
2024-05-26,차량번호등록
2024-05-25,비밀번호 변경은 어떻게 진행하나요?
2024-05-25,회원카드 수령 후 결제카드 등록 문의 드립니다.
2024-05-25,저무공해자동차 의무구매 임차 실적 계산 문의드립니다.
2024-05-24,차량번호 등록 변경
2024-05-24,차량번호등록요청합니다.
2024-05-24,기존 결제카드 변경으로 인한 결제취소
2024-05-24,차량번호 변경요청드립니다.
2024-05-24,차랑번호 변경 요청
2024-05-24,충전카드 차량번호 변경 요청드립니다
2024-05-24,차량번호변경요청합니다
2024-05-24,중고차 구입후 회원카드 신청이 안됨
2024-05-24,임시번호 후 차량번호 변경
2024-05-24,차량번호 변경요청
2024-05-24,차량번호 변경 요청
2024-05-23,환경부카드 재발급 방법
2024-05-23,임시번호 등록 후 변경 기능을 제공해주시면 안되나요? 차량번호 변경 요청
2024-05-23,차량번호 등록 요청
2024-05-23,차량번호 및 결재카드 등록이 안됩니다.
2024-05-23,렌트카 이용 종료에 따른 차량 등록번호 변경 문의 건
2024-05-23,차량번호 변경 요청
2024-05-23,차량번호 변경 요청
2024-05-23,차량번호 변경 요청
2024-05-23,차량번호 변경
2024-05-23,차량번호 변경 요청
2024-05-23,차량번호변경요청
2024-05-23,분실신고
2024-05-23,차량 번호 변경 요청
2024-05-23,카드 분실로 재발급 요청합니다
2024-05-22,"중고차 판매후, 차량 등록 해제 방법 문의"
2024-05-22,차량 번호 변경 및 결제 카드 등록
2024-05-22,결제카드 변경으로 인한 카드 재발급 신청
2024-05-22,임시번호로 회원카드를 발급받았습니다. 어떻게 차량 번호를 등록해야 하나요?
2024-05-22,회원카드 임시번호 변경 및 결제카드 등록 요청
2024-05-22,기존 회원 카드 분실 및 재발급 절차
2024-05-22,카드 신청시의 임시번호 변경 방법 및 결재카드 등록 방법 알려주세요.
2024-05-22,카드 분실 재발급 요청
2024-05-22,회원카드 해지 요청드립니다.
2024-05-22,회원카드 분실로 재발급 절차 알려줘요
2024-05-22,충전카드 차량번호변경요청합니다
2024-05-22,충전카드 분실
2024-05-22,회원 카드 발급 문의합니다.
2024-05-21,전소유자 회원기록이남아있어 회원카드발급신청이 안되요
2024-05-21,차량번호 변경요청합니다
2024-05-21,가평(춘천) 휴게소 충전소 위치정보 표시 오류
2024-05-21,중고차 구매로 인한 회원카드 발급 문의
2024-05-21,중고차량 구매로 인한 신규 발급 신청
2024-05-21,차량번호 변경
2024-05-21,해피차저 카드 재발급 신청시 중복된 차랑번호 진행안됨
2024-05-21,회원카드 차량번호 변경요청
2024-05-21,카드 분실 재발급요청
2024-05-21,"전기 중고차 구매했는데, 차량번호 중복으로 회원가입이 안됩니다."
2024-05-21,회원카드 분실 재발급 요청
2024-05-21,카드 분실 및 재발급신청
2024-05-20,차량 매도로 인한 차량번호 해지요청건
2024-05-20,입회원명 변경은 어떻게 진행하는 걸까요?
2024-05-20,충전카드수령 분실
2024-05-20,등록차량번호 변경요청
2024-05-20,"매매 후 '이미 등록된 차량번호입니다"""
2024-05-20,차량번호 등록 요청드립니다
2024-05-20,중복등록된 차량을 등록해제하고 다시 등록할 수 있나요?
2024-05-20,카드 분실
2024-05-19,회원 정보 변경 및 결제카드 번호 변경
2024-05-19,환경부 회원카드 분실
2024-05-19,차량 매도로 인한 등록된 차량 삭제 요청합니다.
2024-05-19,중고차 구매 카드등록
2024-05-19,"회원카드 배송받았고, 결제카드등록하려는데"
2024-05-19,기껏 돌고 돌아 전화로 해결해야 하나요?
2024-05-18,충전카드수령 분실
2024-05-18,멤버쉽카드와 제 계정과 차량이 제대로 연결이 되었는지 확인하고 싶습니다.
2024-05-18,차량번호 변경
2024-05-18,회원카드 분실 신고
2024-05-18,등록된 카드 해지는 어떻게 해요?
2024-05-18,업체별 최신 요금표를 받아볼 수 있을까요?
2024-05-18,카드분실
2024-05-18,중고차 구매로 번호 중복
2024-05-18,차량번호 등록 어디서 하나요? 결제카드 등록이 안됩니다
2024-05-18,확인요청
2024-05-17,중고차 구매 후 차량번호 중복으로 인한 회원카드 발급 실패
2024-05-17,전화번호 변경
2024-05-17,전화 번호 변경
2024-05-17,중고차량 구매 후 중복으로 인한 카드발급 제한
2024-05-17,실수로 차 넘버를 잘못 기입하여 카드발급
2024-05-17,회원카드 배송 일정 문의
2024-05-17,기존 등록된 회원카드를 다른 계정으로 이동이 가능한가요?
2024-05-17,중고차 구입후 회원카드 신청이 안됨
2024-05-17,SM3 ZE 중고 차량으로 구매 했습니다. 카드 신청 시 중복으로 등록이 되지 않습니다.
2024-05-17,회원카드 차량번호 변경 부탁드립니다.
2024-05-17,중고차 구매 후 카드 발급시 중복차량 문제
2024-05-17,차량번호 변경요청
2024-05-17,차량번호 변경 요청
2024-05-17,중고차 구매 후 카드 정보변경
2024-05-17,차량번호 변경 요청
2024-05-17,중고차 구매 후 카드 제작 문의
2024-05-17,중고차 구입 후 회원카드 신청관련
2024-05-16,중고차 구매 후 등록된 차량번호
2024-05-16,중고 전기차 구매 후 중복으로 인한 카드 신청불가
2024-05-16,환경부카드 분실신고를 스스로 할 수 있게 요청건
2024-05-16,환경부카드 분실로 인한 분실등록요청
2024-05-16,IOS 앱(모바일 EV이음) 멤버쉽카드 등록불가 오류
2024-05-16,중고차 구매 후 이미 등록된 차량번호 문제
2024-05-16,차량번호 변경
2024-05-16,회원카드 발급 문의 입니다.
2024-05-16,차량번호 변경
2024-05-16,회원카드를 분실하여 재발급을 원합니다
2024-05-16,회원카드 결제등록 문의
2024-05-16,앱 등록 관련
2024-05-16,차량번호 변경 및 간편결제 등록
2024-05-15,중고차 구매 후 차량번호 중복
2024-05-15,차량번호 중복
2024-05-15,회사차량 중복신청
2024-05-15,차량번호 변경 요청
2024-05-15,차량번호 변경
2024-05-15,차량 번호 중복
2024-05-14,차량번호 변경
2024-05-14,중고로 차량구매후 회원카드발급이 안되나요?
2024-05-14,카드해지 요청합니다
2024-05-14,중고차 구매 카드등록
2024-05-14,차량번호 변경
2024-05-14,회원카드 관리 삭제
2024-05-14,차량번호 변경
2024-05-14,차량번호 변경
2024-05-14,결제 및 영수증
2024-05-14,차량번호 변경
2024-05-14,차량번호 변경
2024-05-14,영수증 조회
2024-05-14,차량번호 변경요청
2024-05-13,카드가 파손되어 재발급하려고 합니다
2024-05-13,차량번호 변경 부탁드립니다.
2024-05-13,차량 번호 수정 부탁합니다.
2024-05-13,카드분실
2024-05-13,차량 번호 변경 요청
2024-05-13,이용요금 프린터 출력
2024-05-13,차량번호 변경 요청
2024-05-13,환경부 카드 변경 등록 건
2024-05-13,카드 신청하여 발급중인것 같은데 사용 차량 변경을 하고 싶습니다
2024-05-13,차량 변경 부탁드립니다.
2024-05-13,중고차 구매 후 카드신청 관련
2024-05-13,등록차량 변경 요청 드립니다.
2024-05-13,중고 전기차 구매 후 차랑번호 확인 요청
2024-05-13,환경부 카드분실로 인한 재발급 요청
2024-05-12,차량번호 변경요청
2024-05-12,어디로든 카드 할인은 적용되나요 ?
2024-05-12,차량번호 수정 부탁드립니다.
2024-05-12,차량번호 수정 요청드립니다.
2024-05-12,실물카드 받았는데 등록하려니 분실카드?
2024-05-12,차량번호 변경 요청
2024-05-11,실물카드가 도착해서 등록을했는데 분실로 표시가 되어서요..
2024-05-11,차량번호 변경
2024-05-11,차량번호 수정
2024-05-11,회원카드
2024-05-11,차랑번호 변경 요청
2024-05-11,차량번호 변경해 주세요
2024-05-11,회원카드를 분실했습니다...
2024-05-10,차량번호 변경 요청드립니다
2024-05-10,차량번호 수정 부탁드립니다.
2024-05-10,다른 차량 충전 이용 내역 결제
